SongName,Era,Lyrics,LineNum
Enchanted,Speak Now Act,Walls of insincerity,3
Enchanted,Speak Now Act,Shifting eyes and vacancy,4
Enchanted,Speak Now Act,Vanished when I saw your face,5
Enchanted,Speak Now Act,All I can say is it was enchanting to meet you,6
Enchanted,Speak Now Act,"Your eyes whispered, Have we met?",7
Enchanted,Speak Now Act,"Across the room, your silhouette",8
Enchanted,Speak Now Act,Starts to make its way to me,9
Enchanted,Speak Now Act,The playful conversation starts,10
Enchanted,Speak Now Act,Counter all your quick remarks,11
Enchanted,Speak Now Act,Like passing notes in secrecy,12
Enchanted,Speak Now Act,And it was enchanting to meet you,13
Enchanted,Speak Now Act,All I can say is I was enchanted to meet you,14
Enchanted,Speak Now Act,"This night is sparklin', don't you let it go",15
Enchanted,Speak Now Act,"I'm wonderstruck, blushin' all the way home",16
Enchanted,Speak Now Act,I'll spend forever wonderin' if you knew,17
Enchanted,Speak Now Act,I was enchanted to meet you,18
Enchanted,Speak Now Act,The lingering question kept me up,19
Enchanted,Speak Now Act,"2AM, who do you love?",20
Enchanted,Speak Now Act,I wonder 'til I'm wide awake,21
Enchanted,Speak Now Act,"And now, I'm pacing back and forth",22
Enchanted,Speak Now Act,Wishing you were at my door,23
Enchanted,Speak Now Act,I'd open up and you would say,24
Enchanted,Speak Now Act,"Hey, it was enchanting to meet you",25
Enchanted,Speak Now Act,All I know is I was enchanted to meet you,26
Enchanted,Speak Now Act,"This night is sparklin', don't you let it go",27
Enchanted,Speak Now Act,"I'm wonderstruck, blushin' all the way home",28
Enchanted,Speak Now Act,I'll spend forever wonderin' if you knew,29
Enchanted,Speak Now Act,"This night is flawless, don't you let it go",30
Enchanted,Speak Now Act,"I'm wonderstruck, dancing around all alone",31
Enchanted,Speak Now Act,I'll spend forever wonderin' if you knew,32
Enchanted,Speak Now Act,I was enchanted to meet you,33
Enchanted,Speak Now Act,This is me praying that,34
Enchanted,Speak Now Act,This was the very first page,35
Enchanted,Speak Now Act,Not where the storyline ends,36
Enchanted,Speak Now Act,My thoughts will echo your name,37
Enchanted,Speak Now Act,Until I see you again,38
Enchanted,Speak Now Act,These are the words I held back,39
Enchanted,Speak Now Act,As I was leaving too soon,40
Enchanted,Speak Now Act,I was enchanted to meet you,41
Enchanted,Speak Now Act,"Please, don't be in love with someone else",42
Enchanted,Speak Now Act,"Please, don't have somebody waiting on you",43
Enchanted,Speak Now Act,"Please, don't be in love with someone else (Ooh)",44
Enchanted,Speak Now Act,"Please, don't have somebody waiting on you (Ooh, oh)",45
Enchanted,Speak Now Act,"This night is sparklin', don't you let it go",46
Enchanted,Speak Now Act,"I'm wonderstruck, blushin' all the way home",47
Enchanted,Speak Now Act,I'll spend forever wonderin' if you knew,48
Enchanted,Speak Now Act,"This night is flawless (Please, don't be in love with someone else)",49
Enchanted,Speak Now Act,Don't you let it go,50
Enchanted,Speak Now Act,"I'm wonderstruck (Please, don't have somebody waiting on you)",51
Enchanted,Speak Now Act,Dancing around all alone,52
Enchanted,Speak Now Act,"I'll spend forever (Please, don't be in love with someone else)",53
Enchanted,Speak Now Act,Wonderin' if you knew,54
Enchanted,Speak Now Act,I was enchanted to meet you,55
Enchanted,Speak Now Act,"Please, don't be in love with someone else",56
Enchanted,Speak Now Act,"Please, don't have somebody waiting on you69Embed",57
Long Live,Speak Now Act,"I said, Remember this moment",0
Long Live,Speak Now Act,In the back of my mind,1
Long Live,Speak Now Act,The time we stood with our shaking hands,2
Long Live,Speak Now Act,The crowds in stands went wild,3
Long Live,Speak Now Act,We were the kings and the queens,4
Long Live,Speak Now Act,And they read off our names,5
Long Live,Speak Now Act,The night you danced like you knew our lives,6
Long Live,Speak Now Act,Would never be the same,7
Long Live,Speak Now Act,You held your head like a hero,8
Long Live,Speak Now Act,On a history book page,9
Long Live,Speak Now Act,It was the end of a decade,10
Long Live,Speak Now Act,But the start of an age,11
Long Live,Speak Now Act,Long live the walls we crashed through,12
Long Live,Speak Now Act,How the kingdom lights shined just for me and you,13
Long Live,Speak Now Act,"I was screaming, Long live all the magic we made",14
Long Live,Speak Now Act,And bring on all the pretenders,15
Long Live,Speak Now Act,"One day, we will be remembered",16
Long Live,Speak Now Act,"I said, Remember this feeling",17
Long Live,Speak Now Act,I pass the pictures around,18
Long Live,Speak Now Act,Of all the years that we stood there on the sidelines,19
Long Live,Speak Now Act,Wishing for right now,20
Long Live,Speak Now Act,We are the kings and the queens,21
Long Live,Speak Now Act,You traded your baseball cap for a crown,22
Long Live,Speak Now Act,When they gave us our trophies,23
Long Live,Speak Now Act,And we held them up for our town,24
Long Live,Speak Now Act,And the cynics were outraged,25
Long Live,Speak Now Act,"Screaming, This is absurd",26
Long Live,Speak Now Act,"'Cause for a moment, a band of thieves",27
Long Live,Speak Now Act,In ripped up jeans got to rule the world,28
Long Live,Speak Now Act,Long live the walls we crashed through,29
Long Live,Speak Now Act,How the kingdom lights shined just for me and you,30
Long Live,Speak Now Act,"I was screaming, Long live all the magic we made",31
Long Live,Speak Now Act,"And bring on all the pretenders, I'm not afraid",32
Long Live,Speak Now Act,Long live all the mountains we moved,33
Long Live,Speak Now Act,I had the time of my life fighting dragons with you,34
Long Live,Speak Now Act,"I was screaming, Long live that look on your face",35
Long Live,Speak Now Act,And bring on all the pretenders,36
Long Live,Speak Now Act,"One day, we will be remembered",37
Long Live,Speak Now Act,Hold on to spinning around,38
Long Live,Speak Now Act,Confetti falls to the ground,39
Long Live,Speak Now Act,May these memories break our fall,40
Long Live,Speak Now Act,Will you take a moment? Promise me this,41
Long Live,Speak Now Act,That you'll stand by me forever,42
Long Live,Speak Now Act,"But if, God forbid, fate should step in",43
Long Live,Speak Now Act,And force us into a goodbye,44
Long Live,Speak Now Act,If you have children some day,45
Long Live,Speak Now Act,When they point to the pictures,46
Long Live,Speak Now Act,"Please, tell 'em my name",47
Long Live,Speak Now Act,Tell 'em how the crowds went wild,48
Long Live,Speak Now Act,Tell 'em how I hope they shine,49
Long Live,Speak Now Act,Long live the walls we crashed through,50
Long Live,Speak Now Act,I had the time of my life with you,51
Long Live,Speak Now Act,"Long, long live the walls we crashed through",52
Long Live,Speak Now Act,How the kingdom lights shined just for me and you,53
Long Live,Speak Now Act,"And I was screaming, Long live all the magic we made",54
Long Live,Speak Now Act,"And bring on all the pretenders, I'm not afraid",55
Long Live,Speak Now Act,"Singing, Long live all the mountains we moved",56
Long Live,Speak Now Act,I had the time of my life fighting dragons with you,57
Long Live,Speak Now Act,"And long, long live that look on your face",58
Long Live,Speak Now Act,And bring on all the pretenders,59
Long Live,Speak Now Act,"One day, we will be remembered35Embed",60
22,Red Act,It feels like a perfect night,0
22,Red Act,To dress up like hipsters,1
22,Red Act,And make fun of our exes,2
22,Red Act,"Uh-uh, uh-uh",3
22,Red Act,It feels like a perfect night,4
22,Red Act,For breakfast at midnight,5
22,Red Act,To fall in love with strangers,6
22,Red Act,"Uh-uh, uh-uh",7
22,Red Act,Yeah,8
22,Red Act,"We're happy, free, confused and lonely at the same time",9
22,Red Act,"It's miserable and magical, oh, yeah",10
22,Red Act,Tonight's the night when we forget about the deadlines,11
22,Red Act,"It's time, oh-oh",12
22,Red Act,I don't know about you,13
22,Red Act,But I'm feeling twenty-two,14
22,Red Act,Everything will be alright if,15
22,Red Act,You keep me next to you,16
22,Red Act,You don't know about me,17
22,Red Act,But I'll bet you want to,18
22,Red Act,Everything will be alright if,19
22,Red Act,We just keep dancing like we're,20
22,Red Act,"Twenty-two, twenty-two",21
22,Red Act,It seems like one of those nights,22
22,Red Act,This place is too crowded,23
22,Red Act,Too many cool kids,24
22,Red Act,"Uh-uh, uh-uh (Who's Taylor Swift, anyway? Ew)",25
22,Red Act,It seems like one of those nights,26
22,Red Act,We ditch the whole scene,27
22,Red Act,And end up dreamin',28
22,Red Act,Instead of sleeping,29
22,Red Act,Yeah,30
22,Red Act,"We're happy, free, confused and lonely in the best way",31
22,Red Act,"It's miserable and magical, oh, yeah",32
22,Red Act,Tonight's the night when we forget about the heartbreaks,33
22,Red Act,"It's time, oh-oh",34
22,Red Act,(Hey!) I don't know about you,35
22,Red Act,But I'm feeling twenty-two,36
22,Red Act,Everything will be alright if (Ooh),37
22,Red Act,You keep me next to you,38
22,Red Act,You don't know about me,39
22,Red Act,But I'll bet you want to,40
22,Red Act,Everything will be alright if (Alright),41
22,Red Act,We just keep dancing like we're,42
22,Red Act,"Twenty-two (Oh-oh-oh-oh, oh), twenty-two (I don't know about you)",43
22,Red Act,"Twenty-two, twenty-two (Ooh)",44
22,Red Act,It feels like one of those nights,45
22,Red Act,We ditch the whole scene,46
22,Red Act,It feels like one of those nights,47
22,Red Act,We won't be sleepin',48
22,Red Act,It feels like one of those nights,49
22,Red Act,You look like bad news,50
22,Red Act,I gotta have you,51
22,Red Act,I gotta have you (You),52
22,Red Act,"Woah, ooh, yeah, eh-yeah",53
22,Red Act,(Hey!) I don't know about you (I don't know about you),54
22,Red Act,But I'm feeling twenty-two,55
22,Red Act,Everything will be alright if (Ooh),56
22,Red Act,You keep me next to you,57
22,Red Act,You don't know about me (You don't know about me),58
22,Red Act,But I'll bet you want to,59
22,Red Act,Everything will be alright if,60
22,Red Act,We just keep dancing like we're (Dancing like we're twenty-two),61
22,Red Act,"Twenty-two (Woah-oh), twenty-two (Dancing like)",62
22,Red Act,"Twenty-two (Yeah, yeah), twenty-two (Yeah, yeah, yeah)",63
22,Red Act,It feels like one of those nights (Twenty-two),64
22,Red Act,We ditch the whole scene,65
22,Red Act,It feels like one of those nights (Twenty-two),66
22,Red Act,We won't be sleeping,67
22,Red Act,It feels like one of those nights (Twenty-two),68
22,Red Act,You look like bad news,69
22,Red Act,I gotta have you,70
22,Red Act,I gotta have you90Embed,71
We Are Never Ever Getting Back Together,Red Act,I remember when we broke up the first time,0
We Are Never Ever Getting Back Together,Red Act,"Saying, This is it, I've had enough, 'cause like",1
We Are Never Ever Getting Back Together,Red Act,We hadn't seen each other in a month,2
We Are Never Ever Getting Back Together,Red Act,When you said you needed space (What?),3
We Are Never Ever Getting Back Together,Red Act,Then you come around again and say,4
We Are Never Ever Getting Back Together,Red Act,"Baby, I miss you and I swear I'm gonna change, trust me",5
We Are Never Ever Getting Back Together,Red Act,Remember how that lasted for a day?,6
We Are Never Ever Getting Back Together,Red Act,"I say, I hate you, we break up, you call me, I love you",7
We Are Never Ever Getting Back Together,Red Act,Ooh-ooh-ooh-ooh-ooh,8
We Are Never Ever Getting Back Together,Red Act,"We called it off again last night, but",9
We Are Never Ever Getting Back Together,Red Act,Ooh-ooh-ooh-ooh-ooh,10
We Are Never Ever Getting Back Together,Red Act,"This time, I'm telling you, I'm telling you",11
We Are Never Ever Getting Back Together,Red Act,"We are never, ever, ever getting back together",12
We Are Never Ever Getting Back Together,Red Act,"We are never, ever, ever getting back together",13
We Are Never Ever Getting Back Together,Red Act,"You go talk to your friends, talk to my friends, talk to me",14
We Are Never Ever Getting Back Together,Red Act,"But we are never, ever, ever, ever getting back together",15
We Are Never Ever Getting Back Together,Red Act,"Like, ever",16
We Are Never Ever Getting Back Together,Red Act,I'm really gonna miss you picking fights,17
We Are Never Ever Getting Back Together,Red Act,"And me falling for it, screaming that I'm right",18
We Are Never Ever Getting Back Together,Red Act,And you would hide away and find your peace of mind,19
We Are Never Ever Getting Back Together,Red Act,With some indie record that's much cooler than mine,20
We Are Never Ever Getting Back Together,Red Act,Ooh-ooh-ooh-ooh-ooh,21
We Are Never Ever Getting Back Together,Red Act,"You called me up again tonight, but",22
We Are Never Ever Getting Back Together,Red Act,Ooh-ooh-ooh-ooh-ooh,23
We Are Never Ever Getting Back Together,Red Act,"This time, I'm telling you, I'm telling you",24
We Are Never Ever Getting Back Together,Red Act,"We (We) are never, ever, ever getting back together",25
We Are Never Ever Getting Back Together,Red Act,"We are never, ever, ever getting back together",26
We Are Never Ever Getting Back Together,Red Act,"You go talk to your friends, talk to my friends, talk to me (Talk to me)",27
We Are Never Ever Getting Back Together,Red Act,"But we are never, ever, ever, ever getting back together",28
We Are Never Ever Getting Back Together,Red Act,Ooh-ooh-ooh-ooh-ooh (Yeah),29
We Are Never Ever Getting Back Together,Red Act,Ooh-ooh-ooh-ooh-ooh-ooh (Yeah),30
We Are Never Ever Getting Back Together,Red Act,Ooh-ooh-ooh-ooh-ooh (Yeah),31
We Are Never Ever Getting Back Together,Red Act,Oh-oh-oh,32
We Are Never Ever Getting Back Together,Red Act,"I used to think that we were forever, ever",33
We Are Never Ever Getting Back Together,Red Act,"And I used to say, Never say never",34
We Are Never Ever Getting Back Together,Red Act,"Ugh, so he calls me up and he's like, I still love you",35
We Are Never Ever Getting Back Together,Red Act,"And I'm like, I just, I mean, this is exhausting, you know?",36
We Are Never Ever Getting Back Together,Red Act,"Like, we are never getting back together, like, ever",37
We Are Never Ever Getting Back Together,Red Act,"(No) We are never, ever, ever getting back together",38
We Are Never Ever Getting Back Together,Red Act,"We are never, ever, ever (Ooh) getting back together",39
We Are Never Ever Getting Back Together,Red Act,"You go talk to your friends, talk to my friends, talk to me",40
We Are Never Ever Getting Back Together,Red Act,"But we are never, ever, ever, ever getting back together",41
We Are Never Ever Getting Back Together,Red Act,"We (Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no)",42
We Are Never Ever Getting Back Together,Red Act,Getting back together,43
We Are Never Ever Getting Back Together,Red Act,"We (Ooh-ooh-ooh-ooh-ooh, oh, oh)",44
We Are Never Ever Getting Back Together,Red Act,Getting back together (Yeah),45
We Are Never Ever Getting Back Together,Red Act,"You go talk to your friends, talk to my friends, talk to me (Talk to me)",46
We Are Never Ever Getting Back Together,Red Act,"But we are never, ever, ever, ever getting back together76Embed",47
I Knew You Were Trouble,Red Act,"Once upon a time, a few mistakes ago",0
I Knew You Were Trouble,Red Act,"I was in your sights, you got me alone",1
I Knew You Were Trouble,Red Act,"You found me, you found me",2
I Knew You Were Trouble,Red Act,You found me-e-e-e-e,3
I Knew You Were Trouble,Red Act,I guess you didn't care and I guess I liked that,4
I Knew You Were Trouble,Red Act,"And when I fell hard, you took a step back",5
I Knew You Were Trouble,Red Act,"Without me, without me",6
I Knew You Were Trouble,Red Act,Without me-e-e-e-e,7
I Knew You Were Trouble,Red Act,And he's long gone when he's next to me,8
I Knew You Were Trouble,Red Act,And I realize the blame is on me,9
I Knew You Were Trouble,Red Act,'Cause I knew you were trouble when you walked in,10
I Knew You Were Trouble,Red Act,So shame on me now,11
I Knew You Were Trouble,Red Act,Flew me to places I'd never been,12
I Knew You Were Trouble,Red Act,"'Til you put me down, oh",13
I Knew You Were Trouble,Red Act,I knew you were trouble when you walked in,14
I Knew You Were Trouble,Red Act,So shame on me now,15
I Knew You Were Trouble,Red Act,Flew me to places I'd never been,16
I Knew You Were Trouble,Red Act,"Now, I'm lying on the cold, hard ground",17
I Knew You Were Trouble,Red Act,"Oh, oh-oh",18
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble",19
I Knew You Were Trouble,Red Act,"Oh, oh-oh",20
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble",21
I Knew You Were Trouble,Red Act,"No apologies, he'll never see you cry",22
I Knew You Were Trouble,Red Act,Pretends he doesn't know that he's the reason why,23
I Knew You Were Trouble,Red Act,"You're drowning, you're drowning",24
I Knew You Were Trouble,Red Act,You're drowning-ing-ing-ing-ing,25
I Knew You Were Trouble,Red Act,And I heard you moved on from whispers on the street,26
I Knew You Were Trouble,Red Act,A new notch in your belt is all I'll ever be,27
I Knew You Were Trouble,Red Act,"And now, I see, now, I see",28
I Knew You Were Trouble,Red Act,"Now, I see-e-e-e-e",29
I Knew You Were Trouble,Red Act,He was long gone when he met me,30
I Knew You Were Trouble,Red Act,"And I realize the joke is on me, yeah",31
I Knew You Were Trouble,Red Act,I knew you were trouble when you walked in (Oh),32
I Knew You Were Trouble,Red Act,So shame on me now,33
I Knew You Were Trouble,Red Act,Flew me to places I'd never been,34
I Knew You Were Trouble,Red Act,"'Til you put me down, oh",35
I Knew You Were Trouble,Red Act,I knew you were trouble when you walked in,36
I Knew You Were Trouble,Red Act,So shame on me now,37
I Knew You Were Trouble,Red Act,Flew me to places I'd never been (Yeah),38
I Knew You Were Trouble,Red Act,"Now, I'm lying on the cold, hard ground",39
I Knew You Were Trouble,Red Act,"Oh, oh-oh",40
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble (Yeah, trouble)",41
I Knew You Were Trouble,Red Act,"Oh, oh-oh",42
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble",43
I Knew You Were Trouble,Red Act,And the saddest fear,44
I Knew You Were Trouble,Red Act,Comes creeping in,45
I Knew You Were Trouble,Red Act,That you never loved me,46
I Knew You Were Trouble,Red Act,"Or her, or anyone, or anything, yeah",47
I Knew You Were Trouble,Red Act,I knew you were trouble when you walked in,48
I Knew You Were Trouble,Red Act,So shame on me now,49
I Knew You Were Trouble,Red Act,Flew me to places I'd never been (Never been),50
I Knew You Were Trouble,Red Act,"'Til you put me down, oh",51
I Knew You Were Trouble,Red Act,I knew you were trouble when you walked in (Knew it right there),52
I Knew You Were Trouble,Red Act,So shame on me now (Knew it right there),53
I Knew You Were Trouble,Red Act,Flew me to places I'd never been (Ooh),54
I Knew You Were Trouble,Red Act,"Now, I'm lying on the cold, hard ground",55
I Knew You Were Trouble,Red Act,"Oh, oh-oh",56
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble (Oh)",57
I Knew You Were Trouble,Red Act,"Oh, oh-oh",58
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble",59
I Knew You Were Trouble,Red Act,I knew you were trouble when you walked in,60
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble",61
I Knew You Were Trouble,Red Act,I knew you were trouble when you walked in,62
I Knew You Were Trouble,Red Act,"Trouble, trouble, trouble",63
Nothing New,Red Act,They tell you while you're young,0
Nothing New,Red Act,"Girls, go out and have your fun",1
Nothing New,Red Act,Then they hunt and slay the ones who actually do it,2
Nothing New,Red Act,Criticize the way you fly,3
Nothing New,Red Act,When you're soaring through the sky,4
Nothing New,Red Act,Shoot you down and then they sigh,5
Nothing New,Red Act,"And say, She looks like she's been through it",6
Nothing New,Red Act,"Lord, what will become of me",7
Nothing New,Red Act,Once I've lost my novelty?,8
Nothing New,Red Act,I've had too much to drink tonight,9
Nothing New,Red Act,"And I know it's sad, but this is what I think about",10
Nothing New,Red Act,And I wake up in the middle of the night,11
Nothing New,Red Act,It's like I can feel time moving,12
Nothing New,Red Act,How can a person know everythin' at eighteen,13
Nothing New,Red Act,But nothin' at twenty-two?,14
Nothing New,Red Act,And will you still want me,15
Nothing New,Red Act,When I'm nothing new?,16
Nothing New,Red Act,"How long will it be cute, all this cryin' in my room?",17
Nothing New,Red Act,When you can't blame it on my youth,18
Nothing New,Red Act,And roll your eyes with affection,19
Nothing New,Red Act,And my cheeks are growing tired,20
Nothing New,Red Act,From turning red and faking smiles,21
Nothing New,Red Act,Are we only biding time 'til I lose your attention?,22
Nothing New,Red Act,And someone else lights up the room (Ah),23
Nothing New,Red Act,People love an ingénue (Ah),24
Nothing New,Red Act,I've had (I've had) too much to drink tonight,25
Nothing New,Red Act,How did I go from growin' up to breaking down?,26
Nothing New,Red Act,And I wake up (Wake up) in the middle of the night,27
Nothing New,Red Act,It's like I can feel time movin',28
Nothing New,Red Act,How can a person know everything at eighteen,29
Nothing New,Red Act,But nothing at twenty-two?,30
Nothing New,Red Act,And will you still want me,31
Nothing New,Red Act,When I'm nothing new?,32
Nothing New,Red Act,"I know someday I'm gonna meet her, it's a fever dream",33
Nothing New,Red Act,The kind of radiance you only have at seventeen,34
Nothing New,Red Act,She'll know the way and then she'll say she got the map from me,35
Nothing New,Red Act,"I'll say I'm happy for her, then I'll cry myself to sleep",36
Nothing New,Red Act,"Oh, woah, oh (Oh)",37
Nothing New,Red Act,"Oh, woah, oh, woah, oh (Oh)",38
Nothing New,Red Act,I've had (I've had) too much to drink tonight,39
Nothing New,Red Act,But I wonder if they'll miss me once they drive me out,40
Nothing New,Red Act,I wake up (Wake up) in the middle of the night,41
Nothing New,Red Act,And I can feel time moving,42
Nothing New,Red Act,How can a person know everything at eighteen,43
Nothing New,Red Act,But nothing at twenty-two?,44
Nothing New,Red Act,And will you still want me,45
Nothing New,Red Act,Will you still want me,46
Nothing New,Red Act,Will you still want me,47
Nothing New,Red Act,When I'm nothing new?49Embed,48
All Too Well (10 Minute Version),Red Act,"I walked through the door with you, the air was cold",0
All Too Well (10 Minute Version),Red Act,But somethin' 'bout it felt like home somehow,1
All Too Well (10 Minute Version),Red Act,And I left my scarf there at your sister's house,2
All Too Well (10 Minute Version),Red Act,"And you've still got it in your drawer, even now",3
All Too Well (10 Minute Version),Red Act,"Oh, your sweet disposition and my wide-eyed gaze",4
All Too Well (10 Minute Version),Red Act,"We're singin' in the car, getting lost upstate",5
All Too Well (10 Minute Version),Red Act,Autumn leaves fallin' down like pieces into place,6
All Too Well (10 Minute Version),Red Act,And I can picture it after all these days,7
All Too Well (10 Minute Version),Red Act,And I know it's long gone and,8
All Too Well (10 Minute Version),Red Act,That magic's not here no more,9
All Too Well (10 Minute Version),Red Act,"And I might be okay, but I'm not fine at all",10
All Too Well (10 Minute Version),Red Act,"Oh, oh, oh",11
All Too Well (10 Minute Version),Red Act,'Causе there we arе again on that little town street,12
All Too Well (10 Minute Version),Red Act,You almost ran the red 'cause you were lookin' over at me,13
All Too Well (10 Minute Version),Red Act,"Wind in my hair, I was there",14
All Too Well (10 Minute Version),Red Act,I remember it all too well,15
All Too Well (10 Minute Version),Red Act,"Photo album on the counter, your cheeks were turnin' red",16
All Too Well (10 Minute Version),Red Act,You used to be a little kid with glasses in a twin-sized bed,17
All Too Well (10 Minute Version),Red Act,And your mother's tellin' stories 'bout you on the tee-ball team,18
All Too Well (10 Minute Version),Red Act,"You taught me 'bout your past, thinkin' your future was me",19
All Too Well (10 Minute Version),Red Act,"And you were tossing me the car keys, Fuck the patriarchy",20
All Too Well (10 Minute Version),Red Act,"Keychain on the ground, we were always skippin' town",21
All Too Well (10 Minute Version),Red Act,"And I was thinkin' on the drive down, Any time now",22
All Too Well (10 Minute Version),Red Act,"He's gonna say it's love, you never called it what it was",23
All Too Well (10 Minute Version),Red Act,'Til we were dead and gone and buried,24
All Too Well (10 Minute Version),Red Act,Check the pulse and come back swearin' it's the same,25
All Too Well (10 Minute Version),Red Act,After three months in the grave,26
All Too Well (10 Minute Version),Red Act,And then you wondered where it went to as I reached for you,27
All Too Well (10 Minute Version),Red Act,But all I felt was shame and you held my lifeless frame,28
All Too Well (10 Minute Version),Red Act,And I know it's long gone and,29
All Too Well (10 Minute Version),Red Act,There was nothing else I could do,30
All Too Well (10 Minute Version),Red Act,And I forget about you long enough,31
All Too Well (10 Minute Version),Red Act,To forget why I needed to,32
All Too Well (10 Minute Version),Red Act,'Cause there we are again in the middle of the night,33
All Too Well (10 Minute Version),Red Act,We're dancin' 'round the kitchen in the refrigerator light,34
All Too Well (10 Minute Version),Red Act,"Down the stairs, I was there",35
All Too Well (10 Minute Version),Red Act,I remember it all too well,36
All Too Well (10 Minute Version),Red Act,And there we are again when nobody had to know,37
All Too Well (10 Minute Version),Red Act,"You kept me like a secret, but I kept you like an oath",38
All Too Well (10 Minute Version),Red Act,Sacred prayer and we'd swear,39
All Too Well (10 Minute Version),Red Act,"To remember it all too well, yeah",40
All Too Well (10 Minute Version),Red Act,"Well, maybe we got lost in translation, maybe I asked for too much",41
All Too Well (10 Minute Version),Red Act,But maybe this thing was a masterpiece 'til you tore it all up,42
All Too Well (10 Minute Version),Red Act,"Runnin' scared, I was there",43
All Too Well (10 Minute Version),Red Act,I remember it all too well,44
All Too Well (10 Minute Version),Red Act,And you call me up again just to break me like a promise,45
All Too Well (10 Minute Version),Red Act,So casually cruel in the name of bein' honest,46
All Too Well (10 Minute Version),Red Act,I'm a crumpled-up piece of paper lyin' here,47
All Too Well (10 Minute Version),Red Act,"'Cause I remember it all, all, all",48
All Too Well (10 Minute Version),Red Act,"They say all's well that ends well, but I'm in a new hell",49
All Too Well (10 Minute Version),Red Act,Every time you double-cross my mind,50
All Too Well (10 Minute Version),Red Act,"You said if we had been closer in age, maybe it would've been fine",51
All Too Well (10 Minute Version),Red Act,And that made me want to die,52
All Too Well (10 Minute Version),Red Act,"The idea you had of me, who was she?",53
All Too Well (10 Minute Version),Red Act,"A never-needy, ever-lovely jewel whose shine reflects on you",54
All Too Well (10 Minute Version),Red Act,Not weepin' in a party bathroom,55
All Too Well (10 Minute Version),Red Act,"Some actress askin' me what happened, you",56
All Too Well (10 Minute Version),Red Act,"That's what happened, you",57
All Too Well (10 Minute Version),Red Act,You who charmed my dad with self-effacing jokes,58
All Too Well (10 Minute Version),Red Act,Sippin' coffee like you're on a late-night show,59
All Too Well (10 Minute Version),Red Act,"But then he watched me watch the front door all night, willin' you to come",60
All Too Well (10 Minute Version),Red Act,"And he said, It's supposed to be fun turning twenty-one",61
All Too Well (10 Minute Version),Red Act,"Time won't fly, it's like I'm paralyzed by it",62
All Too Well (10 Minute Version),Red Act,"I'd like to be my old self again, but I'm still tryin' to find it",63
All Too Well (10 Minute Version),Red Act,After plaid shirt days and nights when you made me your own,64
All Too Well (10 Minute Version),Red Act,Now you mail back my things and I walk home alone,65
All Too Well (10 Minute Version),Red Act,But you keep my old scarf from that very first week,66
All Too Well (10 Minute Version),Red Act,'Cause it reminds you of innocence and it smells like me,67
All Too Well (10 Minute Version),Red Act,You can't get rid of it,68
All Too Well (10 Minute Version),Red Act,"'Cause you remember it all too well, yeah",69
All Too Well (10 Minute Version),Red Act,'Cause there we are again when I loved you so,70
All Too Well (10 Minute Version),Red Act,Back before you lost the one real thing you've ever known,71
All Too Well (10 Minute Version),Red Act,"It was rare, I was there",72
All Too Well (10 Minute Version),Red Act,I remember it all too well,73
All Too Well (10 Minute Version),Red Act,"Wind in my hair, you were there",74
All Too Well (10 Minute Version),Red Act,You remember it all,75
All Too Well (10 Minute Version),Red Act,"Down the stairs, you were there",76
All Too Well (10 Minute Version),Red Act,You remember it all,77
All Too Well (10 Minute Version),Red Act,"It was rare, I was there",78
All Too Well (10 Minute Version),Red Act,I remember it all too well,79
All Too Well (10 Minute Version),Red Act,"And I was never good at tellin' jokes, but the punch line goes",80
All Too Well (10 Minute Version),Red Act,"I'll get older, but your lovers stay my age",81
All Too Well (10 Minute Version),Red Act,From when your Brooklyn broke my skin and bones,82
All Too Well (10 Minute Version),Red Act,I'm a soldier who's returning half her weight,83
All Too Well (10 Minute Version),Red Act,And did the twin flame bruise paint you blue?,84
All Too Well (10 Minute Version),Red Act,"Just between us, did the love affair maim you too?",85
All Too Well (10 Minute Version),Red Act,'Cause in this city's barren cold,86
All Too Well (10 Minute Version),Red Act,I still remember the first fall of snow,87
All Too Well (10 Minute Version),Red Act,And how it glistened as it fell,88
All Too Well (10 Minute Version),Red Act,I remember it all too well,89
All Too Well (10 Minute Version),Red Act,"Just between us, did the love affair maim you all too well?",90
All Too Well (10 Minute Version),Red Act,"Just between us, do you remember it all too well?",91
All Too Well (10 Minute Version),Red Act,"Just between us, I remember it all too well (Just between us)",92
All Too Well (10 Minute Version),Red Act,"They say all's well that ends well, but I'm in a new hell",93
All Too Well (10 Minute Version),Red Act,Every time you double-cross my mind,94
All Too Well (10 Minute Version),Red Act,"You said if we had been closer in age, maybe it would've been fine",95
All Too Well (10 Minute Version),Red Act,And that made me want to die,96
All Too Well (10 Minute Version),Red Act,"The idea you had of me, who was she?",97
All Too Well (10 Minute Version),Red Act,"A never-needy, ever-lovely jewel whose shine reflects on you",98
All Too Well (10 Minute Version),Red Act,Not weepin' in a party bathroom,99
